OPEN_ID,BUY_TXN_ID,TICKER,INSTRUMENT_TYPE,OPTION_SYMBOL,STRIKE,EXPIRY,ACCOUNT_NAME,ACCOUNT_NUMBER,BUY_DATE,BUY_PRICE,BUY_QUANTITY,BUY_AMOUNT,DAYS_HELD,EST_CURRENT_PRICE,EST_UNREALIZED_PCT,EST_UNREALIZED_DOLLAR,NOMINAL_VALUE,LEVERAGE
PXcFQpMv8zouiPZJBtVO,,NVDA,CALL,NVDA280121C00175000,175,2028-01-21,IRA,,2026-05-15,86.76,1,8675.67,29,6590.000000000001,-24.04,-2085.67,17500.00,2.02
GTjpjKeYnRGUyJEhIP2q,,PLTR,CALL,PLTR280121C00100000,100,2028-01-21,IRA,,2026-04-23,65.74,1,6573.67,51,5265,-19.91,-1308.67,10000.00,1.52
DU7T48rqiiedMzxRsBTo,,ORCL,CALL,ORCL280121C00135000,135,2028-01-21,IRA ROTH,,2026-06-11,76.27,1,7626.67,2,7700,0.96,73.33,13500.00,1.77
wZpYjjwCB9ilyuPblfWu,,MRVL,CALL,MRVL280121C00240000,240,2028-01-21,IRA ROTH,,2026-06-05,144.26,1,14425.67,8,13550,-6.07,-875.67,24000.00,1.66
T6EmSUM8yPqbxFmNH9QE,,CRWV,CALL,CRWV280121C00090000,90,2028-01-21,IRA,,2026-05-08,63.26,1,6325.67,36,4550,-28.07,-1775.67,9000.00,1.42
0q7AYFvqbvQzTy27X3iL,,NFLX,CALL,NFLX280121C00075000,75,2028-01-21,IRA ROTH,,2026-05-01,30.53,2,6106.05,43,2075,-32.03,-1956.05,15000.00,2.46
XeMdpymhmcC450MqHQTs,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-05-14,10.19,1,1018.67,30,850,-16.56,-168.67,1250.00,1.23
3jvEHf013Gwut02HZUKB,,FIG,CALL,FIG280121C00020000,20,2028-01-21,IRA,,2026-06-02,12.73,1,1272.67,11,755,-40.68,-517.67,2000.00,1.57
MtXxNN2Q3jfuzXA2uODz,,NOW,CALL,NOW280121C00100000,100,2028-01-21,IRA ROTH,,2026-06-02,53.44,1,5343.67,11,3520.0000000000005,-34.13,-1823.67,10000.00,1.87
U9D1dg4LAyS0RCKYhESH,,ARM,CALL,ARM280121C00290000,290,2028-01-21,IRA,,2026-06-04,201.76,1,20175.67,9,19850,-1.61,-325.67,29000.00,1.44
MstKm3HDoR5g4PWuMs54,,VRT,CALL,VRT280121C00260000,260,2028-01-21,IRA,,2026-05-18,150.31,1,15030.67,26,12150,-19.17,-2880.67,26000.00,1.73
idS8DBMQkYuKfk3jHhfm,,BE,CALL,BE280121C00220000,220,2028-01-21,IRA,,2026-06-08,141.56,1,14155.67,5,14500,2.43,344.33,22000.00,1.55
gjWj9s4KPSTUZHdWgzjU,,IREN,CALL,IREN280121C00042000,42,2028-01-21,IRA,,2026-06-05,29.98,1,2997.67,8,3504.9999999999995,16.92,507.33,4200.00,1.40
Um7Xs0nxIJ6b14pHNHug,,AMD,CALL,AMD280121C00380000,380,2028-01-21,IRA,,2026-05-27,223.29,1,22328.67,17,24000,7.49,1671.33,38000.00,1.70
zDTil0VowBmP7KrpOAYg,,ANET,CALL,ANET280121C00115000,115,2028-01-21,IRA ROTH,,2026-05-08,54.01,1,5400.67,36,7200,33.32,1799.33,11500.00,2.13
pWLVaf5NhincJjgLwPEl,,RDDT,CALL,RDDT280121C00120000,120,2028-01-21,DI IRA,,2026-06-12,78.26,1,7825.67,1,7600,-2.88,-225.67,12000.00,1.53
Tv8unXuNQ8rIFZLTQSWN,,AVGO,CALL,AVGO280121C00320000,320,2028-01-21,IRA,,2026-04-22,163.09,1,16308.67,52,13244.999999999998,-18.79,-3063.67,32000.00,1.96
jf4fiPOpqaiBpwEqIWfn,,QCOM,CALL,QCOM280121C00180000,180,2028-01-21,IRA,,2026-06-01,99.94,1,9993.67,12,8150,-18.45,-1843.67,18000.00,1.80
bjUSJQLpoHDdkv79KEEZ,,TTD,CALL,TTD280121C00015000,15,2028-01-21,IRA,,2026-05-08,11.01,1,1100.67,36,880.0000000000001,-20.05,-220.67,1500.00,1.36
O9ez9CeOTHqKiuvtGoRv,,SHOP,CALL,SHOP280121C00100000,100,2028-01-21,IRA ROTH,,2026-04-23,52.35,1,5234.67,51,3700,-29.32,-1534.67,10000.00,1.91
hiX9sNGOtUoAi6XnvhxR,,SHOP,CALL,SHOP280121C00100000,100,2028-01-21,IRA ROTH,,2026-04-24,52.13,1,5212.67,50,3700,-29.02,-1512.67,10000.00,1.92
sajzqQLyNaYW40FN6e6w,,SMCI,CALL,SMCI280121C00025000,25,2028-01-21,IRA,,2026-06-10,15.27,1,1526.67,3,1515,-0.76,-11.67,2500.00,1.64
obV5z1P1pU4CDAeiqIcQ,,WDAY,CALL,WDAY280121C00110000,110,2028-01-21,IRA,,2026-06-02,64.16,1,6415.67,11,4850,-24.40,-1565.67,11000.00,1.71
Zd7q8vooEd4lW8fxTiUB,,CIEN,CALL,CIEN280121C00400000,400,2028-01-21,IRA,,2026-06-04,250.01,1,25000.67,9,20100,-19.60,-4900.67,40000.00,1.60
u1AniIXlLd1vLbApOY4z,,ADBE,CALL,ADBE280121C00200000,200,2028-01-21,IRA ROTH,,2026-06-03,95.96,1,9595.67,10,5750,-40.08,-3845.67,20000.00,2.08
TrFhCPM8VmZJaYk8K2Cw,,MOD,CALL,MOD280121C00210000,210,2028-01-21,IRA,,2026-05-28,136.01,1,13600.67,16,13650,0.36,49.33,21000.00,1.54
ktOuGdRGltpUdSOoNiNl,,META,CALL,META280121C00480000,480,2028-01-21,IRA,,2026-04-30,200.34,1,20034.02,44,16990,-15.19,-3044.02,48000.00,2.40
LKMtKfUlrv2Mq9wSXKIe,,VEEV,CALL,VEEV280121C00145000,145,2028-01-21,IRA,,2026-06-01,78.51,1,7850.67,12,4850,-38.22,-3000.67,14500.00,1.85
hXuTO19DqCEofkbE08NE,,PLTR,CALL,PLTR280121C00110000,110,2028-01-21,IRA ROTH,,2026-05-05,56.85,1,5685.02,39,4735,-16.71,-950.02,11000.00,1.93
s4kkTg221A4r27vKPzxu,,PLTR,CALL,PLTR280121C00110000,110,2028-01-21,IRA ROTH,,2026-05-05,56.85,1,5685.02,39,4735,-16.71,-950.02,11000.00,1.93
7zvqlIiWa7rbCLYoPaVf,,QCOM,CALL,QCOM280121C00180000,180,2028-01-21,IRA ROTH,,2026-05-27,92.98,1,9297.67,17,8150,-12.34,-1147.67,18000.00,1.94
uOEvo49ukZNPKrlelQcv,,FIG,CALL,FIG280121C00020000,20,2028-01-21,IRA,,2026-06-02,12.61,1,1260.67,11,755,-40.11,-505.67,2000.00,1.59
hcwsS0EoRCzqoFnav7oa,,VRT,CALL,VRT280121C00240000,240,2028-01-21,IRA,,2026-05-19,143.26,1,14325.67,25,13050,-8.90,-1275.67,24000.00,1.68
PbH4O2GqXqFWBFCaOrqU,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA,,2026-05-07,10.85,2,2170.05,37,630,-41.94,-910.05,4000.00,1.84
jMp2wpKrELGFiJCjWGob,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA,,2026-05-07,11.31,1,1131.02,37,630,-44.30,-501.02,2000.00,1.77
p2Gh4B4ZCBQImE209o0p,,ARM,CALL,ARM280121C00300000,300,2028-01-21,IRA,,2026-06-05,181.26,1,18125.67,8,19450,7.31,1324.33,30000.00,1.66
RBMEk4ah506BMEDPcBx7,,INTU,CALL,INTU280121C00250000,250,2028-01-21,IRA ROTH,,2026-06-02,125.76,1,12575.67,11,9000,-28.43,-3575.67,25000.00,1.99
tCvHrendhWzQxZsIfCDA,,FSLY,CALL,FSLY280121C00012500,12.5,2028-01-21,IRA ROTH,,2026-05-19,9.16,5,4578.36,25,850,-7.17,-328.36,6250.00,1.37
qiVqq5jlj2ukmAQPFNpA,,VST,CALL,VST280121C00120000,120,2028-01-21,IRA,,2026-05-01,65.95,1,6595.02,43,5250,-20.39,-1345.02,12000.00,1.82
0gp65fSHsGiJCltbd7Np,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA ROTH,,2026-05-07,10.70,2,2140.05,37,750,-29.91,-640.05,3000.00,1.40
nIZYxoxwPRsgaC9G0Ll8,,GLW,CALL,GLW280121C00145000,145,2028-01-21,IRA,,2026-05-12,88.51,1,8850.67,32,7950,-10.18,-900.67,14500.00,1.64
0HJ0xI2GeZClkHI40BbT,,QCOM,CALL,QCOM280121C00170000,170,2028-01-21,IRA ROTH,,2026-06-01,104.26,1,10425.67,12,8555,-17.94,-1870.67,17000.00,1.63
NpipPm1zzbCeCUAxp6fX,,ORCL,CALL,ORCL280121C00140000,140,2028-01-21,IRA ROTH,,2026-06-11,74.29,1,7428.67,2,7450,0.29,21.33,14000.00,1.88
OqOZvj7ILNk6xvn5NbfH,,FIG,CALL,FIG280121C00017500,17.5,2028-01-21,IRA,,2026-05-08,10.73,5,5363.37,36,815,-24.02,-1288.37,8750.00,1.63
HOmh97SXSAHQv5VXKiID,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA ROTH,,2026-05-07,10.77,2,2154.05,37,750,-30.36,-654.05,3000.00,1.39
vEJXX0BtFvuHVa9WhXIU,,CRWV,CALL,CRWV280121C00085000,85,2028-01-21,IRA,,2026-05-15,54.56,1,5455.67,29,4855,-11.01,-600.67,8500.00,1.56
umxFKMuxBCf2gdXBT9eK,,QCOM,CALL,QCOM280121C00170000,170,2028-01-21,DI Ind.,,2026-05-27,96.44,1,9643.67,17,8555,-11.29,-1088.67,17000.00,1.76
s4PLSvSmNE3X1vl3EsAk,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA,,2026-05-19,8.48,5,4238.36,25,750,-11.52,-488.36,7500.00,1.77
3NaMBfVPoIUDQX0dvq5L,,CBRS,CALL,CBRS280121C00160000,160,2028-01-21,IRA,,2026-06-12,114.61,1,11460.67,1,,,,16000.00,1.40
lHAhqCuqZpHlihlr02TN,,NVDA,CALL,NVDA280121C00175000,175,2028-01-21,IRA,,2026-05-21,78.76,1,7875.67,23,6590.000000000001,-16.32,-1285.67,17500.00,2.22
G708aLHBXC8Sqc68UmHc,,SHOP,CALL,SHOP280121C00100000,100,2028-01-21,IRA ROTH,,2026-04-29,49.37,1,4936.67,45,3700,-25.05,-1236.67,10000.00,2.03
MqmPoeUYpS4lGIuL7IXv,,CRWV,CALL,CRWV280121C00090000,90,2028-01-21,IRA,,2026-05-08,56.61,1,5660.67,36,4550,-19.62,-1110.67,9000.00,1.59
6TucNWDAuWE87pmRhpZx,,NET,CALL,NET280121C00200000,200,2028-01-21,IRA ROTH,,2026-05-08,87.51,1,8750.67,36,8850,1.14,99.33,20000.00,2.29
1DjHxMk6L3OmO7wwdBHl,,VRT,CALL,VRT280121C00260000,260,2028-01-21,IRA,,2026-05-28,136.70,1,13669.67,16,12150,-11.12,-1519.67,26000.00,1.90
8fINPp8b68F3o5e2gQWb,,CRM,CALL,CRM280121C00125000,125,2028-01-21,IRA,,2026-06-11,63.30,1,6329.67,2,6200,-2.05,-129.67,12500.00,1.97
HZBTDBNk3MUCQdFNipOr,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA,,2026-05-07,10.90,1,1090.02,37,630,-42.20,-460.02,2000.00,1.83
F7V4ijwnYt0U1h4nCZCk,,MSFT,CALL,MSFT280121C00370000,370,2028-01-21,IRA,,2026-04-30,97.50,1,9750.02,44,8850,-9.23,-900.02,37000.00,3.79
WitChM6j7Y1RxFRIZIna,,SAP,CALL,SAP280121C00150000,150,2028-01-21,IRA,,2026-06-03,57.91,1,5790.67,10,4200,-27.47,-1590.67,15000.00,2.59
91NVJCXAHh4LWHx115dm,,HUBS,CALL,HUBS280121C00180000,180,2028-01-21,IRA,,2026-06-01,118.07,1,11806.67,12,7200,-39.02,-4606.67,18000.00,1.52
gsoBilapGf4GhkkJ8Lqo,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA ROTH,,2026-05-07,10.75,1,1075.02,37,630,-41.40,-445.02,2000.00,1.86
jCa9S2wZ0xKk6dHVh9MK,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA,,2026-05-07,10.72,2,2144.05,37,750,-30.04,-644.05,3000.00,1.40
CbEyECDtqg5qteUqq2PO,,SMCI,CALL,SMCI280121C00025000,25,2028-01-21,IRA ROTH,,2026-06-10,15.01,1,1500.67,3,1515,0.95,14.33,2500.00,1.67
YqwaeVUzLF2TLDDwbmZV,,HUBS,CALL,HUBS280121C00180000,180,2028-01-21,IRA ROTH,,2026-06-02,111.81,1,11180.67,11,7200,-35.60,-3980.67,18000.00,1.61
6O5F56rpm4rNMStcVMis,,BE,CALL,BE280121C00220000,220,2028-01-21,IRA,,2026-05-07,144.75,1,14475.02,37,14500,0.17,24.98,22000.00,1.52
bizgSHPfe59PKRufrDGc,,BE,CALL,BE280121C00210000,210,2028-01-21,IRA,,2026-06-10,130.06,1,13005.67,3,14800,13.80,1794.33,21000.00,1.61
ndyQyyNWAA01w9B1UycY,,BE,CALL,BE280121C00260000,260,2028-01-21,IRA ROTH,,2026-05-29,146.03,1,14602.67,15,13350,-8.58,-1252.67,26000.00,1.78
16xyabbuIC8rdi2odTB0,,MOD,CALL,MOD280121C00220000,220,2028-01-21,IRA,,2026-05-27,135.51,1,13550.67,17,13250,-2.22,-300.67,22000.00,1.62
7NEaEzHA3SLaC20PShBm,,OKTA,CALL,OKTA280121C00100000,100,2028-01-21,IRA,,2026-06-03,50.91,2,10181.35,10,4200,-17.50,-1781.35,20000.00,1.96
Ph1aCGo0ASEpOuGDqsz2,,FIG,CALL,FIG280121C00017500,17.5,2028-01-21,IRA,,2026-05-07,10.45,5,5225.11,37,815,-22.01,-1150.11,8750.00,1.67
VZv83wiunjTJKNZJq8QH,,MRVL,CALL,MRVL280121C00230000,230,2028-01-21,IRA,,2026-06-05,148.71,1,14870.67,8,14000,-5.85,-870.67,23000.00,1.55
uizuI98YhLyo4taEADFv,,MRVL,CALL,MRVL280121C00050000,50,2028-01-21,IRA,,2026-06-09,226.76,1,22675.67,4,23550,3.86,874.33,5000.00,0.22
RWPLfnzdILQ3LYEUrtnD,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,DI Ind.,,2026-05-07,10.69,4,4274.69,37,750,-29.82,-1274.69,6000.00,1.40
XcFjHBsyiYQJABafSBfX,,QCOM,CALL,QCOM280121C00160000,160,2028-01-21,IRA,,2026-05-12,80.27,1,8026.67,32,9000,12.13,973.33,16000.00,1.99
zCUAVCprLgfB1rteLoJP,,VEEV,CALL,VEEV280121C00135000,135,2028-01-21,IRA,,2026-06-02,74.51,1,7450.67,11,5350,-28.19,-2100.67,13500.00,1.81
YgxWIaYnT8562b4GGxoF,,DDOG,CALL,DDOG280121C00190000,190,2028-01-21,IRA,,2026-06-03,109.51,1,10950.67,10,9300,-15.07,-1650.67,19000.00,1.74
D1pSvHS5tpvSc0GksY6D,,P,CALL,P280121C00065000,65,2028-01-21,IRA,,2026-05-12,35.11,1,3510.67,32,2750,-21.67,-760.67,6500.00,1.85
iqqvAMOBIWK4GC37u5aR,,CIEN,CALL,CIEN280121C00400000,400,2028-01-21,IRA,,2026-06-05,253.01,1,25300.67,8,20100,-20.56,-5200.67,40000.00,1.58
ziuL6JqboIg3lye36N9Z,,TTD,CALL,TTD280121C00015000,15,2028-01-21,IRA,,2026-05-11,11.11,5,5553.36,33,880.0000000000001,-20.77,-1153.36,7500.00,1.35
b3D4XGH6xC1v4qDdGKeu,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA ROTH,,2026-05-07,10.50,5,5250.11,37,750,-28.57,-1500.11,7500.00,1.43
nPtWMJc3kxAyCK1VdSPU,,COHR,CALL,COHR280121C00340000,340,2028-01-21,IRA,,2026-06-02,222.21,1,22220.67,11,18700,-15.84,-3520.67,34000.00,1.53
mXfmcx8VcqFGubLI27rE,,RDDT,CALL,RDDT280121C00125000,125,2028-01-21,IRA ROTH,,2026-06-12,77.26,1,7725.67,1,7400,-4.22,-325.67,12500.00,1.62
Vzd1bBkzyj6Jj34NRC8l,,CIEN,CALL,CIEN280121C00410000,410,2028-01-21,IRA,,2026-05-07,262.50,1,26250.02,37,19700,-24.95,-6550.02,41000.00,1.56
lpkttWPB6KTQvfmB7rio,,FSLY,CALL,FSLY280121C00020000,20,2028-01-21,IRA,,2026-05-07,10.35,2,2070.05,37,630,-39.13,-810.05,4000.00,1.93
CmClQbmV5aS4Wpy21L3T,,DELL,CALL,DELL280121C00340000,340,2028-01-21,IRA ROTH,,2026-06-01,212.69,1,21268.67,12,16750,-21.25,-4518.67,34000.00,1.60
olRXDk6UaJu6gGiHCo8e,,MRVL,CALL,MRVL280121C00210000,210,2028-01-21,IRA ROTH,,2026-06-09,133.02,1,13301.67,4,14650,10.14,1348.33,21000.00,1.58
FqAD1HVoFP5s4YlUHjS8,,OKTA,CALL,OKTA280121C00095000,95,2028-01-21,IRA,,2026-06-03,54.01,2,10801.35,10,4450,-17.60,-1901.35,19000.00,1.76
lOeKcHrGK6vLumTfH2ne,,CBRS,CALL,CBRS280121C00170000,170,2028-01-21,IRA ROTH,,2026-06-09,115.41,1,11540.67,4,10800,-6.42,-740.67,17000.00,1.47
XBQqj8nkc8pg1tWITLta,,ARM,CALL,ARM280121C00300000,300,2028-01-21,IRA,,2026-06-03,205.81,1,20580.67,10,19450,-5.49,-1130.67,30000.00,1.46
eA5uu4hlBbzgleIQf2xi,,GLW,CALL,GLW280121C00150000,150,2028-01-21,IRA,,2026-05-28,80.63,1,8062.67,16,7750,-3.88,-312.67,15000.00,1.86
kKjwAqQhUzMGMCT9wee6,,INTC,CALL,INTC280121C00087500,87.5,2028-01-21,IRA,,2026-05-12,57.09,1,5708.67,32,6250,9.48,541.33,8750.00,1.53
K2jfdVvfQxwtQNkvvTxw,,AVGO,CALL,AVGO280121C00330000,330,2028-01-21,IRA,,2026-05-15,162.16,1,16215.67,29,12755,-21.34,-3460.67,33000.00,2.04
6Y9oGT259KdFZ5YrfldA,,TTD,CALL,TTD280121C00017500,17.5,2028-01-21,IRA ROTH,,2026-05-08,10.46,5,5228.36,36,819.9999999999999,-21.58,-1128.36,8750.00,1.67
zu2aQe0DJckmf2ClY8L8,,GLW,CALL,GLW280121C00135000,135,2028-01-21,IRA,,2026-05-18,79.91,1,7990.67,26,8400,5.12,409.33,13500.00,1.69
SVqWl708HyblKUZ2efDj,,SAP,CALL,SAP280121C00130000,130,2028-01-21,IRA,,2026-06-11,53.24,1,5323.67,2,5300,-0.44,-23.67,13000.00,2.44
iHW0rZUFiUffGTc0qUJG,,ALAB,CALL,ALAB280121C00290000,290,2028-01-21,IRA ROTH,,2026-06-03,190.51,1,19050.67,10,19750,3.67,699.33,29000.00,1.52
DB2lDu52tfnVJq8DdZjI,,LMND,CALL,LMND280121C00040000,40,2028-01-21,IRA,,2026-05-19,26.51,1,2650.67,25,2800,5.63,149.33,4000.00,1.51
CZwWSq4tI262hInXm8Hx,,KTOS,CALL,KTOS280121C00045000,45,2028-01-21,IRA ROTH,,2026-06-03,29.01,1,2900.67,10,2610,-10.02,-290.67,4500.00,1.55
VszQZqYxEgUckEeVRujG,,TEAM,CALL,TEAM260618C00090000,90,2026-06-18,IRA,,2026-06-03,14.31,1,1430.67,10,245.00000000000003,-82.88,-1185.67,9000.00,6.29
mnBKrGeIGHiCNzNNGurJ,,QCOM,CALL,QCOM280121C00175000,175,2028-01-21,IRA ROTH,,2026-06-01,102.64,1,10263.67,12,8400,-18.16,-1863.67,17500.00,1.71
C2HXKOtVXQbw6EKgCTSL,,QCOM,CALL,QCOM280121C00160000,160,2028-01-21,IRA,,2026-05-12,76.56,1,7655.67,32,9000,17.56,1344.33,16000.00,2.09
DsAgd7mVlNUAe9Nacodg,,LMND,CALL,LMND280121C00050000,50,2028-01-21,IRA,,2026-05-22,26.08,1,2607.67,22,2610,0.09,2.33,5000.00,1.92
RpUtLqutk2UqNKj8th5P,,ORCL,CALL,ORCL280121C00135000,135,2028-01-21,DI IRA,,2026-06-11,76.91,1,7690.67,2,7700,0.12,9.33,13500.00,1.76
7p2FU3Urh07d43ADvI0S,,NET,CALL,NET280121C00200000,200,2028-01-21,IRA ROTH,,2026-06-04,128.21,1,12820.67,9,8850,-30.97,-3970.67,20000.00,1.56
0dTa5sXLerQ3i5hv0l7b,,FSLY,CALL,FSLY280121C00022500,22.5,2028-01-21,IRA,,2026-05-06,17.60,1,1760.02,38,600,-65.91,-1160.02,2250.00,1.28
0dyQ9UUxcb2D9P6eTw8j,,FSLY,CALL,FSLY280121C00022500,22.5,2028-01-21,IRA,,2026-05-06,18.30,1,1830.02,38,600,-67.21,-1230.02,2250.00,1.23
2H7kk2zNNr4mkdenCaAE,,FSLY,CALL,FSLY280121C00022500,22.5,2028-01-21,IRA,,2026-05-06,19.31,1,1931.02,38,600,-68.93,-1331.02,2250.00,1.17
DN1soqy4hIx730RF9YYd,,FSLY,CALL,FSLY280121C00022500,22.5,2028-01-21,IRA,,2026-05-06,18.00,1,1800.02,38,600,-66.67,-1200.02,2250.00,1.25
p1EeFGZwHhaIyiIaXHMW,,NFLX,CALL,NFLX280121C00075000,75,2028-01-21,IRA ROTH,,2026-05-01,30.75,2,6150.05,43,2075,-32.52,-2000.05,15000.00,2.44
i5i2XPb0yr1ukQwEkPqx,,RDDT,CALL,RDDT280121C00130000,130,2028-01-21,IRA,,2026-06-12,74.76,1,7475.67,1,7150,-4.36,-325.67,13000.00,1.74
k9Ac1tMHm8IkQhX3lQl1,,IREN,CALL,IREN280121C00055000,55,2028-01-21,IRA ROTH,,2026-06-05,27.05,1,2704.67,8,3055,12.95,350.33,5500.00,2.03
edJS4xjfj7c49MgqldZi,,GNRC,CALL,GNRC280121C00185000,185,2028-01-21,IRA ROTH,,2026-06-10,101.51,1,10150.67,3,11600,14.28,1449.33,18500.00,1.82
9Pui9luP63n7ELuR8OEz,,ARM,CALL,ARM280121C00320000,320,2028-01-21,IRA,,2026-06-03,200.51,1,20050.67,10,18750,-6.49,-1300.67,32000.00,1.60
Uq6lW4JCKPusql5laOwX,,BE,CALL,BE280121C00220000,220,2028-01-21,IRA,,2026-05-08,141.26,1,14125.67,36,14500,2.65,374.33,22000.00,1.56
mB9EkdArF428gY9BatF4,,HUBS,CALL,HUBS280121C00170000,170,2028-01-21,IRA,,2026-06-03,108.51,1,10850.67,10,7600,-29.96,-3250.67,17000.00,1.57
08EiXc6rNBgTBS3Iwxyl,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA ROTH,,2026-05-07,10.55,5,5275.11,37,750,-28.91,-1525.11,7500.00,1.42
ghK7ISX2ghyrbLKUcMyK,,DDOG,CALL,DDOG280121C00200000,200,2028-01-21,IRA ROTH,,2026-06-01,125.82,1,12581.67,12,8850,-29.66,-3731.67,20000.00,1.59
IZPMdlzCYFpZbo5DB7xH,,CEG,CALL,CEG280121C00230000,230,2028-01-21,IRA,,2026-05-11,111.80,1,11179.67,33,7900,-29.34,-3279.67,23000.00,2.06
AWKsOAmsaESyiz53TV2P,,CRWV,CALL,CRWV280121C00075000,75,2028-01-21,IRA,,2026-05-19,50.72,1,5071.67,25,5245,3.42,173.33,7500.00,1.48
6cFskKI4HJEjihnlzx9S,,NOW,CALL,NOW280121C00075000,75,2028-01-21,IRA ROTH,,2026-06-12,44.34,1,4433.67,1,4500,1.50,66.33,7500.00,1.69
rNpgNqqafUkCFwhzYX8O,,AVGO,CALL,AVGO280121C00310000,310,2028-01-21,IRA,,2026-06-04,160.59,1,16058.67,9,13700,-14.69,-2358.67,31000.00,1.93
2L1Q2HCMikmqOqjrZBzU,,SNOW,CALL,SNOW280121C00185000,185,2028-01-21,IRA ROTH,,2026-06-03,110.41,1,11040.67,10,9495,-14.00,-1545.67,18500.00,1.68
HJ307cYm8vdt85b088qy,,CRWV,CALL,CRWV280121C00090000,90,2028-01-21,IRA,,2026-05-08,54.95,1,5494.67,36,4550,-17.19,-944.67,9000.00,1.64
U8xW6mNqXY9uE0tEXSBe,,CEG,CALL,CEG280121C00230000,230,2028-01-21,IRA,,2026-04-29,115.01,1,11500.67,45,7900,-31.31,-3600.67,23000.00,2.00
6W31RZKKcoxnK0Cl6Ezo,,HUBS,CALL,HUBS280121C00180000,180,2028-01-21,IRA,,2026-06-02,115.46,1,11545.67,11,7200,-37.64,-4345.67,18000.00,1.56
kn5sULTpyOUN4Zyeij5y,,EWY,CALL,EWY280121C00120000,120,2028-01-21,IRA ROTH,,2026-06-05,90.01,1,9000.67,8,9650,7.21,649.33,12000.00,1.33
coojyrqlGU3J20ZjQGIr,,LMND,CALL,LMND280121C00045000,45,2028-01-21,IRA ROTH,,2026-06-03,25.33,1,2532.67,10,2770,9.37,237.33,4500.00,1.78
JOyfEf61XK2W0MLXqueH,,SMCI,CALL,SMCI280121C00035000,35,2028-01-21,DI IRA,,2026-06-09,20.36,1,2035.67,4,1205,-40.81,-830.67,3500.00,1.72
GSbrchAIi0ocEuH5segj,,APLD,CALL,APLD280121C00037000,37,2028-01-21,IRA,,2026-06-05,22.26,1,2225.67,8,2240,0.64,14.33,3700.00,1.66
WpZuVshe7rasVK9ko7SE,,PLTR,CALL,PLTR280121C00100000,100,2028-01-21,IRA,,2026-04-29,60.26,1,6025.67,45,5265,-12.62,-760.67,10000.00,1.66
NkZfLOsaetBtsXGb5phX,,ARM,CALL,ARM280121C00270000,270,2028-01-21,IRA,,2026-06-05,176.51,1,17650.67,8,20600,16.71,2949.33,27000.00,1.53
2sjJtQeYnJ1rsKSDpRmg,,QCOM,CALL,QCOM280121C00150000,150,2028-01-21,DI IRA,,2026-06-09,90.76,1,9075.67,4,9500,4.68,424.33,15000.00,1.65
QQlXidp4vssgUaFolVcq,,PLTR,CALL,PLTR280121C00110000,110,2028-01-21,IRA ROTH,,2026-04-29,54.96,1,5495.67,45,4735,-13.84,-760.67,11000.00,2.00
9ETyXFUgyEdSDTE3EN4d,,CRWD,CALL,CRWD280121C00580000,580,2028-01-21,IRA,,2026-06-02,321.01,1,32100.67,11,25300,-21.19,-6800.67,58000.00,1.81
ciwnkgmnBV76oc1GExil,,P,CALL,P280121C00055000,55,2028-01-21,IRA,,2026-05-15,39.71,1,3970.67,29,3150,-20.67,-820.67,5500.00,1.39
ecOlXICsJgUQFqcZNxF4,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA ROTH,,2026-05-07,10.79,2,2158.05,37,750,-30.49,-658.05,3000.00,1.39
gKy3pQQkHVWM2yKJvRLw,,MU,CALL,MU280121C00810000,810,2028-01-21,IRA ROTH,,2026-06-01,528.01,1,52800.67,12,49200,-6.82,-3600.67,81000.00,1.53
60az1ivej2mIdHCvIoc0,,NVDA,CALL,NVDA280121C00160000,160,2028-01-21,DI Ind.,,2026-05-01,70.97,1,7096.67,43,7295,2.79,198.33,16000.00,2.25
27Xh0tlUTg02Z5rQMw5v,,AVGO,CALL,AVGO280121C00320000,320,2028-01-21,IRA,,2026-05-12,162.21,1,16220.67,32,13244.999999999998,-18.34,-2975.67,32000.00,1.97
DYgHYJ1284EkiaWyZM8Y,,FSLY,CALL,FSLY280121C00015000,15,2028-01-21,IRA,,2026-05-07,10.71,3,3213.07,37,750,-29.97,-963.07,4500.00,1.40
ldKa6bxI1ruCCTvgOHyz,,NOW,CALL,NOW280121C00092000,92,2028-01-21,IRA,,2026-06-03,53.24,2,10647.34,10,3700,-30.50,-3247.34,18400.00,1.73
8kdueEr1LQBe9iXm7G3t,,ORCL,CALL,ORCL280121C00135000,135,2028-01-21,DI Ind.,,2026-06-11,75.82,1,7581.67,2,7700,1.56,118.33,13500.00,1.78
